requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
BOUND-001,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active coats field with value 1 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/components/tools/InteriorCalculator.tsx:34,45",,unverified,"The Pro app's domain layer (estimateAssembly.ts resolveSurface) enforces only ""coats<1 -> invalid"" — it has NO upper bound of 5 at all, unlike the free tool. See BOUND-003/004/005 for confirmed Pro-app coats bugs found during this audit."
BOUND-002,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active coats field with value 5 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/components/tools/InteriorCalculator.tsx:34,45",,unverified,Implementation believed present (ACCEPTANCE_MATRIX.csv: implemented) but no automated test independently confirms this exact scenario yet.
BOUND-003,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active coats field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/components/tools/shared.ts (parseCoatsInput); tests/ui/shared.test.ts,tests/ui/shared.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-003), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/shared.test.ts. Prior evidence: Was failed prior to this session's fix (Number.parseInt(v,10)||1 falsy-zero bug); now fixed and regression-tested."
BOUND-004,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active coats field with value 6 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/components/tools/shared.ts (parseCoatsInput); tests/ui/shared.test.ts,tests/ui/shared.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-004), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/shared.test.ts. Prior evidence: Was failed prior to this session's fix (no upper bound at all); now fixed and regression-tested."
BOUND-005,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid coats=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,src/components/tools/shared.ts (parseCoatsInput); tests/ui/shared.test.ts,tests/ui/shared.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-005), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/ui/shared.test.ts. Prior evidence: Was failed prior to this session's fix (Number.parseInt truncation); now fixed and regression-tested."
BOUND-006,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active targetMarginRatio field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/engine/pricing.ts:13-21,,unverified,Implementation believed present (ACCEPTANCE_MATRIX.csv: implemented) but no automated test independently confirms this exact scenario yet.
BOUND-007,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active targetMarginRatio field with value 0.999 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/engine/pricing.ts:13-21,,unverified,Implementation believed present (ACCEPTANCE_MATRIX.csv: implemented) but no automated test independently confirms this exact scenario yet.
BOUND-008,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active targetMarginRatio field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,tests/engine/pricing.test.ts:30-32,tests/engine/pricing.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-008), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/pricing.test.ts. Prior evidence: Test literal value is -0.1, not the case's -0.001; same guard condition, not the exact near-zero boundary value."
BOUND-009,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active targetMarginRatio field with value 1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,tests/engine/pricing.test.ts:26-28,tests/engine/pricing.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-009), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/pricing.test.ts. Prior evidence: "
BOUND-010,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active overheadRatio field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/engine/cost.ts:43-45,,unverified,ACCEPTANCE_MATRIX.csv recorded partial implementation. Needs re-inspection against current source (post R03-R13) plus a completing/confirming automated test. Prior notes: 
BOUND-011,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active overheadRatio field with value 1 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/engine/cost.ts:43-45,,unverified,ACCEPTANCE_MATRIX.csv recorded partial implementation. Needs re-inspection against current source (post R03-R13) plus a completing/confirming automated test. Prior notes: 
BOUND-012,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active overheadRatio field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts (overheadRatioField, max:MAX_RATIO); src/domain/backup.ts validateBusinessSettings overheadRatio","tests/domain/boundaryMatrix.test.ts ""BOUND-012/013""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-013,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active overheadRatio field with value 1.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts (overheadRatioField, max:MAX_RATIO); src/domain/backup.ts validateBusinessSettings overheadRatio","tests/domain/boundaryMatrix.test.ts ""BOUND-012/013""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-014,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active wasteRatio field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface wasteRatioField (max:MAX_RATIO),"tests/domain/boundaryMatrix.test.ts ""BOUND-014..017""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-015,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active wasteRatio field with value 1 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface wasteRatioField (max:MAX_RATIO),"tests/domain/boundaryMatrix.test.ts ""BOUND-014..017""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-016,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active wasteRatio field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface wasteRatioField (max:MAX_RATIO); src/domain/backup.ts validateSurface/validateBusinessSettings wasteRatio,"tests/domain/boundaryMatrix.test.ts ""BOUND-014..017""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-017,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active wasteRatio field with value 1.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface wasteRatioField (max:MAX_RATIO); src/domain/backup.ts validateSurface/validateBusinessSettings wasteRatio,"tests/domain/boundaryMatrix.test.ts ""BOUND-014..017""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-018,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomDimensionFt field with value 0.001 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts roomDerivedGeometry (dimOpts max:MAX_ROOM_DIMENSION_FT); src/domain/backup.ts validateRoom (checkOptionalPositiveDecimal),"tests/domain/boundaryMatrix.test.ts ""BOUND-018..021""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-019,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomDimensionFt field with value 100000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts roomDerivedGeometry (dimOpts max:MAX_ROOM_DIMENSION_FT),"tests/domain/boundaryMatrix.test.ts ""BOUND-018..021""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-020,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomDimensionFt field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts roomDerivedGeometry (>0 check, pre-existing); src/domain/backup.ts validateRoom checkOptionalPositiveDecimal","tests/domain/boundaryMatrix.test.ts ""BOUND-018..021""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-021,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomDimensionFt field with value 100000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts roomDerivedGeometry (dimOpts max:MAX_ROOM_DIMENSION_FT); src/domain/backup.ts validateRoom,"tests/domain/boundaryMatrix.test.ts ""BOUND-018..021""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-022,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active manualAreaFt2 field with value 0.001 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface manual areaField (max:MAX_AREA_FT2),"tests/domain/boundaryMatrix.test.ts ""BOUND-022..025""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-023,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active manualAreaFt2 field with value 1000000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface manual areaField (max:MAX_AREA_FT2),"tests/domain/boundaryMatrix.test.ts ""BOUND-022..025""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-024,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active manualAreaFt2 field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts resolveSurface manual areaField (>0, pre-existing)","tests/domain/boundaryMatrix.test.ts ""BOUND-022..025""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-025,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active manualAreaFt2 field with value 1000000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface manual areaField (max:MAX_AREA_FT2); src/domain/backup.ts validateSurface (manual-mode-gated checkOptionalPositiveDecimal),"tests/domain/boundaryMatrix.test.ts ""BOUND-022..025""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-026,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active trimLengthFt field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts resolveSurface trim branch (0 explicitly accepted, unchanged)","tests/domain/boundaryMatrix.test.ts ""BOUND-026..029""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-027,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active trimLengthFt field with value 1000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface trim branch (max:MAX_TRIM_LENGTH_FT),"tests/domain/boundaryMatrix.test.ts ""BOUND-026..029""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-028,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active trimLengthFt field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts resolveSurface trim branch (allowNegative:false, pre-existing)","tests/domain/boundaryMatrix.test.ts ""BOUND-026..029""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-029,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active trimLengthFt field with value 1000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface trim branch (max:MAX_TRIM_LENGTH_FT); src/domain/backup.ts validateSurface (trim-kind-gated max),"tests/domain/boundaryMatrix.test.ts ""BOUND-026..029""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-030,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active doorCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/components/tools/InteriorCalculator.tsx:32; src/domain/estimateAssembly.ts:113-114,,unverified,"ACCEPTANCE_MATRIX.csv recorded partial implementation. Needs re-inspection against current source (post R03-R13) plus a completing/confirming automated test. Prior notes: Ambiguous mapping: the free tool's opening-count field matches the spec; the Pro app's door-surface count field does not (0 doors is not a valid door surface there, which is arguably reasonable product behavior, not obviously a bug)."
BOUND-031,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active doorCount field with value 100000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/components/tools/InteriorCalculator.tsx:32,,unverified,Implementation believed present (ACCEPTANCE_MATRIX.csv: implemented) but no automated test independently confirms this exact scenario yet.
BOUND-032,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active doorCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/engine/parse.ts:87-90; tests/engine/parse.test.ts:88,,unverified,Implementation believed present (ACCEPTANCE_MATRIX.csv: implemented) but no automated test independently confirms this exact scenario yet.
BOUND-033,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active doorCount field with value 100001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/engine/parse.ts MAX_OPENING_COUNT/isValidOpeningCount; src/domain/estimateAssembly.ts roomDerivedGeometry; src/domain/backup.ts checkRequiredInt(min:0,max:MAX_OPENING_COUNT)","tests/domain/estimateAssembly.test.ts V6-04 block (rejects 100001); tests/domain/backup.test.ts ""rejects a quick windowCount above the approved maximum (100001) on import""",verified,"Fixed and tested as part of V6-04 (commit 85ff426) earlier this session -- MAX_OPENING_COUNT=100000 enforced at UI, domain, and import layers."
BOUND-034,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid doorCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,tests/engine/parse.test.ts:85-91,tests/engine/parse.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-034), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/parse.test.ts. Prior evidence: Test literal value is 3.5, not the case's 1.5; parseCountField is the single shared implementation for all integer-count fields, so the mechanism is identical."
BOUND-035,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active hours field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts additionalLabor hoursField (max:MAX_HOURS),"tests/domain/boundaryMatrix.test.ts ""BOUND-035..038""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-036,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active hours field with value 1000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts additionalLabor hoursField (max:MAX_HOURS),"tests/domain/boundaryMatrix.test.ts ""BOUND-035..038""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-037,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active hours field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"src/domain/estimateAssembly.ts additionalLabor hoursField (allowNegative:false, pre-existing)","tests/domain/boundaryMatrix.test.ts ""BOUND-035..038""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-038,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active hours field with value 1000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts additionalLabor hoursField (max:MAX_HOURS); src/domain/backup.ts validateAdditionalLaborLine,"tests/domain/boundaryMatrix.test.ts ""BOUND-035..038""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-039,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active moneyAmount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,tests/engine/parse.test.ts:15-19,tests/engine/parse.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-039), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/parse.test.ts. Prior evidence: "
BOUND-040,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active moneyAmount field with value 1000000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts otherExpenses/otherMaterialLines/suppliesAllowance amountField (max:MAX_MONETARY_INPUT),"tests/domain/boundaryMatrix.test.ts ""BOUND-039..042""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-041,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active moneyAmount field with value -0.01 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,tests/engine/parse.test.ts:60-62; src/domain/estimateAssembly.ts:194,tests/engine/parse.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-041), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/parse.test.ts. Prior evidence: Rejection comes from the generic non-negative default, not a dedicated ""moneyAmount"" bound; test literal is -5, not -0.01, but same flag/branch."
BOUND-042,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active moneyAmount field with value 1000000000.01 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts otherExpenses/otherMaterialLines/suppliesAllowance amountField (max:MAX_MONETARY_INPUT); src/domain/backup.ts validateExpenseLine/validateOtherMaterialLine/validateSuppliesAllowance,"tests/domain/boundaryMatrix.test.ts ""BOUND-039..042""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-043,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active throughput field with value 0.001 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface rateField (isPositiveDivisor + max:MAX_RATE),"tests/domain/boundaryMatrix.test.ts ""BOUND-043..046""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-044,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active throughput field with value 1000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface rateField (max:MAX_RATE),"tests/domain/boundaryMatrix.test.ts ""BOUND-043..046""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-045,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active throughput field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,tests/engine/parse.test.ts:93-98,tests/engine/parse.test.ts,verified,"Carried forward from ACCEPTANCE_MATRIX.csv (case BOUND-045), re-confirmed: full suite rerun this session (373 passed/3 skipped, 40 files) includes tests/engine/parse.test.ts. Prior evidence: "
BOUND-046,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active throughput field with value 1000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts resolveSurface rateField (max:MAX_RATE); src/domain/backup.ts validateBusinessSettings throughput fields,"tests/domain/boundaryMatrix.test.ts ""BOUND-043..046""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-047,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate (revision.rooms.length <= MAX_ROOMS_PER_PROJECT),"tests/domain/boundaryMatrix.test.ts ""BOUND-047..051""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-048,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomCount field with value 500 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate room-count cap,"tests/domain/boundaryMatrix.test.ts ""BOUND-047..051""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-049,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"N/A -- roomCount is Room[].length, a derived non-negative integer; a negative array length cannot occur in JS",N/A (vacuously true by the language own array-length invariant),verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-050,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active roomCount field with value 501 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate room-count cap; src/domain/backup.ts validateRevisionStructure rooms.length check,"tests/domain/boundaryMatrix.test.ts ""BOUND-047..051""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-051,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid roomCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,"N/A -- roomCount is Room[].length, always an integer by construction; a fractional roomCount cannot arise from any reachable input","N/A (vacuously true; doorCount own fractional-count rejection, a genuinely user-typed field, is separately verified by BOUND-034)",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-052,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active surfaceCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate (revision.surfaces.length <= MAX_SURFACES_PER_PROJECT),"tests/domain/boundaryMatrix.test.ts ""BOUND-052..056""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-053,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active surfaceCount field with value 2000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate surface-count cap,"tests/domain/boundaryMatrix.test.ts ""BOUND-052..056""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-054,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active surfaceCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"N/A -- surfaceCount is Surface[].length, always >=0 by construction",N/A (vacuously true),verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-055,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active surfaceCount field with value 2001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate surface-count cap; src/domain/backup.ts validateRevisionStructure surfaces.length check,"tests/domain/boundaryMatrix.test.ts ""BOUND-052..056""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-056,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid surfaceCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,"N/A -- surfaceCount is Surface[].length, always an integer by construction",N/A (vacuously true; see BOUND-051),verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
