case_id,source_section,category,scenario,expected_result,classification,canonical_case_if_duplicate,executable_test_reference,observed_result,status,notes
NUM-job-original-brief,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""expenses"": ""175"", ""labor"": ""1344"", ""materials"": ""1104"", ""overheadRatio"": ""0.15"", ""price"": ""4640.70"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind job","{""approxPrice"": ""4640.69"", ""cost"": ""3016.45"", ""directCost"": ""2623.00"", ""marginPercent"": ""35.0"", ""minimumPrice"": ""4640.70"", ""overhead"": ""393.45"", ""profit"": ""1624.25""}",true duplicate,docs/acceptance-fixtures.json::job-original-brief,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > job-original-brief (job); docs/verify_reference.py::job-original-brief,"Production engine and independent Python oracle both compute directCost 2623.00, overhead 393.45, cost 3016.45, and price outputs (approxPrice 4640.69, minimumPrice 4640.70, profit 1624.25, margin 35.0%) matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-job-homepage,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""expenses"": ""0"", ""labor"": ""1280"", ""materials"": ""620"", ""overheadRatio"": ""0.15"", ""price"": ""3200"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind job","{""approxPrice"": ""3361.54"", ""cost"": ""2185.00"", ""directCost"": ""1900.00"", ""marginPercent"": ""31.7"", ""minimumPrice"": ""3361.54"", ""overhead"": ""285.00"", ""profit"": ""1015.00""}",true duplicate,docs/acceptance-fixtures.json::job-homepage,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > job-homepage (job); docs/verify_reference.py::job-homepage,"Both engines compute directCost 1900.00, overhead 285.00, cost 2185.00, approxPrice/minimumPrice 3361.54, profit 1015.00, margin 31.7% — matching the fixture exactly.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-door-homepage,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""cost"": ""67"", ""price"": ""85"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price","{""approxPrice"": ""103.08"", ""marginPercent"": ""21.2"", ""minimumPrice"": ""103.08"", ""profit"": ""18.00"", ""status"": ""below_target""}",true duplicate,docs/acceptance-fixtures.json::door-homepage,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > door-homepage (price); docs/verify_reference.py::door-homepage,"Both engines compute approxPrice/minimumPrice 103.08, profit 18.00, margin 21.2%, status below_target — matching the fixture. Independently re-derived in tests/mutation/mutation.test.ts using the same cost/target.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-loss,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""cost"": ""100"", ""price"": ""85"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price","{""approxPrice"": ""153.85"", ""marginPercent"": ""-17.6"", ""minimumPrice"": ""153.85"", ""profit"": ""-15.00"", ""status"": ""below_cost""}",true duplicate,docs/acceptance-fixtures.json::loss,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > loss (price); docs/verify_reference.py::loss,"Both engines compute approxPrice/minimumPrice 153.85, profit -15.00, margin -17.6%, status below_cost. mutation.test.ts (clamp-negative-profit-to-zero check) independently re-confirms profit stays -15.00.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-at-target,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""cost"": ""65"", ""price"": ""100"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price","{""approxPrice"": ""100.00"", ""marginPercent"": ""35.0"", ""minimumPrice"": ""100.00"", ""profit"": ""35.00"", ""status"": ""at_target""}",true duplicate,docs/acceptance-fixtures.json::at-target,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > at-target (price); docs/verify_reference.py::at-target,"Both engines compute price 100.00, profit 35.00, margin exactly 35.0%, status at_target — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-unpriced,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""cost"": ""100"", ""price"": null, ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price","{""approxPrice"": ""153.85"", ""marginPercent"": null, ""minimumPrice"": ""153.85"", ""profit"": null, ""status"": ""unpriced""}",true duplicate,docs/acceptance-fixtures.json::unpriced,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > unpriced (price); docs/verify_reference.py::unpriced,"Both engines return profit null, margin null, status unpriced, approxPrice/minimumPrice 153.85. mutation.test.ts independently reconfirms null price is never coerced to 0.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-no-charge,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""cost"": ""100"", ""price"": ""0"", ""targetRatio"": ""0.35""} WHEN Run equivalent production calculation for kind price","{""approxPrice"": ""153.85"", ""marginPercent"": null, ""minimumPrice"": ""153.85"", ""profit"": ""-100.00"", ""status"": ""zero_price""}",true duplicate,docs/acceptance-fixtures.json::no-charge,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > no-charge (price); docs/verify_reference.py::no-charge,"Both engines return profit -100.00, margin null, status zero_price (distinct from unpriced), approxPrice/minimumPrice 153.85 — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-rounding-target-boundary,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""cost"": ""1"", ""price"": ""1.66"", ""targetRatio"": ""0.40""} WHEN Run equivalent production calculation for kind price","{""approxPrice"": ""1.67"", ""marginPercent"": ""39.8"", ""minimumPrice"": ""1.67"", ""profit"": ""0.66"", ""status"": ""below_target""}",true duplicate,docs/acceptance-fixtures.json::rounding-target-boundary,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > rounding-target-boundary (price); docs/verify_reference.py::rounding-target-boundary,"Both engines compute approxPrice/minimumPrice 1.67, profit 0.66, margin 39.8%, status below_target at the 0.40 target boundary — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-interior-walls-brief,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""ceilingRate"": ""120"", ""coats"": 2, ""coverage"": ""350"", ""doorArea"": ""20"", ""doorCount"": 2, ""height"": ""9"", ""includeCeiling"": false, ""laborRate"": ""32"", ""length"": ""20"", ""paintPrice"": ""42"", ""wallRate"": ""150"", ""wasteRatio"": ""0.1"", ""width"": ""16"", ""windowArea"": ""15"", ""windowCount"": 3} WHEN Run equivalent production calculation for kind interior","{""coatArea"": ""1126.00"", ""deduction"": ""85.00"", ""grossArea"": ""648.00"", ""hours"": ""7.506667"", ""laborCost"": ""240.21"", ""netWall"": ""563.00"", ""paintCost"": ""168.00"", ""purchaseGallons"": 4, ""rawGallons"": ""3.538857"", ""totalArea"": ""563.00"", ""totalCost"": ""408.21""}",true duplicate,docs/acceptance-fixtures.json::interior-walls-brief,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > interior-walls-brief (interior); docs/verify_reference.py::interior-walls-brief,"Both engines compute grossArea 648.00, deduction 85.00, netWall 563.00, coatArea 1126.00, rawGallons 3.538857, purchase 4 gal, paintCost 168.00, hours 7.506667, laborCost 240.21, totalCost 408.21 — matching the fixture. Partially re-derived in mutation.test.ts.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-interior-with-ceiling,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""ceilingRate"": ""120"", ""coats"": 2, ""coverage"": ""350"", ""doorArea"": ""20"", ""doorCount"": 2, ""height"": ""9"", ""includeCeiling"": true, ""laborRate"": ""32"", ""length"": ""20"", ""paintPrice"": ""42"", ""wallRate"": ""150"", ""wasteRatio"": ""0.1"", ""width"": ""16"", ""windowArea"": ""15"", ""windowCount"": 3} WHEN Run equivalent production calculation for kind interior","{""coatArea"": ""1766.00"", ""deduction"": ""85.00"", ""grossArea"": ""648.00"", ""hours"": ""12.840000"", ""laborCost"": ""410.88"", ""netWall"": ""563.00"", ""paintCost"": ""252.00"", ""purchaseGallons"": 6, ""rawGallons"": ""5.550286"", ""totalArea"": ""883.00"", ""totalCost"": ""662.88""}",true duplicate,docs/acceptance-fixtures.json::interior-with-ceiling,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > interior-with-ceiling (interior); docs/verify_reference.py::interior-with-ceiling,"Both engines compute totalArea 883.00, coatArea 1766.00, rawGallons 5.550286, purchase 6 gal, paintCost 252.00, hours 12.840000, laborCost 410.88, totalCost 662.88 — matching the fixture. The combined 12.84-hour total is independently re-derived in mutation.test.ts (wall-throughput-for-ceiling guard).",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-document-rounding,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""lines"": [[""1"", ""12.005""], [""1"", ""12.005""]], ""taxRatio"": ""0.10""} WHEN Run equivalent production calculation for kind document","{""lines"": [""12.01"", ""12.01""], ""subtotal"": ""24.02"", ""tax"": ""2.40"", ""total"": ""26.42""}",true duplicate,docs/acceptance-fixtures.json::document-rounding,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > document-rounding (document); docs/verify_reference.py::document-rounding,"Both engines compute per-line totals 12.01/12.01, subtotal 24.02, tax 2.40, total 26.42 (tax on the rounded subtotal, not raw sum). The identical 12.005/12.005 example is independently re-verified in tests/engine/document.test.ts (DOC-02, ledger rounding) and tests/mutation/mutation.test.ts.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-pool-same-product,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""demands"": [[""A"", ""1.2""], [""A"", ""1.2""]], ""prices"": {""A"": ""42""}} WHEN Run equivalent production calculation for kind paint","{""paintCost"": ""126.00"", ""purchases"": {""A"": 3}}",true duplicate,docs/acceptance-fixtures.json::pool-same-product,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > pool-same-product (paint); docs/verify_reference.py::pool-same-product,"Both engines pool the two 1.2-gal demands for the same variant into one purchase of 3 gal, cost 126.00. Independently re-derived in tests/mutation/mutation.test.ts (ceil-per-project, not per-room, guard).",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-separate-colors,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""demands"": [[""white"", ""1.2""], [""blue"", ""1.2""]], ""prices"": {""blue"": ""42"", ""white"": ""42""}} WHEN Run equivalent production calculation for kind paint","{""paintCost"": ""168.00"", ""purchases"": {""blue"": 2, ""white"": 2}}",true duplicate,docs/acceptance-fixtures.json::separate-colors,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > separate-colors (paint); docs/verify_reference.py::separate-colors,"Both engines purchase 2 gal per color separately (2+2), cost 168.00, never pooling across variants. Independently re-derived in tests/mutation/mutation.test.ts (pool-different-colors guard).",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-exact-purchase-boundaries,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""demands"": [[""exact"", ""3""], [""under"", ""2.9999999999""], [""over"", ""3.0000000001""]], ""prices"": {""exact"": ""1"", ""over"": ""1"", ""under"": ""1""}} WHEN Run equivalent production calculation for kind paint","{""paintCost"": ""10.00"", ""purchases"": {""exact"": 3, ""over"": 4, ""under"": 3}}",true duplicate,docs/acceptance-fixtures.json::exact-purchase-boundaries,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > exact-purchase-boundaries (paint); docs/verify_reference.py::exact-purchase-boundaries,"Both engines purchase exactly 3 gal at the exact-3 boundary, 3 gal for 2.9999999999 (never spuriously rounds up), and 4 gal for 3.0000000001 (a genuine excess is never epsilon-truncated), cost 10.00 total. The ""over"" boundary is independently re-derived in tests/mutation/mutation.test.ts.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-wall-service,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""additionalHours"": ""0"", ""applicationHours"": ""1/75"", ""areaPerUnit"": ""1"", ""coats"": 2, ""coverage"": ""350"", ""expenses"": ""0"", ""laborRate"": ""32"", ""overheadRatio"": ""0.15"", ""paintPrice"": ""42"", ""price"": ""1.80"", ""supplies"": ""0"", ""targetRatio"": ""0.35"", ""wasteRatio"": ""0.1""} WHEN Run equivalent production calculation for kind service","{""approxPrice"": ""1.22"", ""costPerUnit"": ""0.794267"", ""laborPerUnit"": ""0.426667"", ""marginPercent"": ""55.9"", ""minimumPrice"": ""1.23"", ""paintPerUnit"": ""0.264000""}",true duplicate,docs/acceptance-fixtures.json::wall-service,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > wall-service (service); docs/verify_reference.py::wall-service,"Both engines compute paintPerUnit 0.264000, laborPerUnit 0.426667, costPerUnit 0.794267, margin 55.9% at price 1.80, approxPrice 1.22, minimumPrice 1.23. The same modeledCostPerUnit/margin is independently re-confirmed in tests/engine/serviceHealth.test.ts (HEALTH-04) and the approx-vs-minimum-cent boundary in tests/mutation/mutation.test.ts.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-trim-surface,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""coats"": 2, ""coverage"": ""350"", ""developedWidth"": ""0.5"", ""laborRate"": ""32"", ""length"": ""100"", ""paintPrice"": ""42"", ""surfaceKind"": ""trim"", ""throughput"": ""40"", ""wasteRatio"": ""0.1""} WHEN Run equivalent production calculation for kind surface","{""area"": ""50.00"", ""hours"": ""5.000000"", ""laborCost"": ""160.00"", ""paintCost"": ""42.00"", ""purchasedGallons"": 1, ""rawGallons"": ""0.314286""}",true duplicate,docs/acceptance-fixtures.json::trim-surface,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > trim-surface (surface); docs/verify_reference.py::trim-surface,"Both engines compute area 50.00 ft2, rawGallons 0.314286, purchasedGallons 1, hours 5.000000, laborCost 160.00, paintCost 42.00 — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-door-two-faces,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""coats"": 2, ""count"": 1, ""coverage"": ""350"", ""height"": ""7"", ""hoursPerSidePerCoat"": ""0.75"", ""laborRate"": ""32"", ""paintPrice"": ""42"", ""sides"": 2, ""surfaceKind"": ""door"", ""wasteRatio"": ""0.1"", ""width"": ""3""} WHEN Run equivalent production calculation for kind surface","{""area"": ""42.00"", ""hours"": ""3.000000"", ""laborCost"": ""96.00"", ""paintCost"": ""42.00"", ""purchasedGallons"": 1, ""rawGallons"": ""0.264000""}",true duplicate,docs/acceptance-fixtures.json::door-two-faces,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > door-two-faces (surface); docs/verify_reference.py::door-two-faces,"Both engines compute area 42.00 ft2, rawGallons 0.264000, purchasedGallons 1, hours 3.000000, laborCost 96.00, paintCost 42.00 — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-actual-final,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""baselineCost"": ""2185"", ""baselinePrice"": ""3200"", ""expenses"": ""100"", ""labor"": ""1400"", ""materials"": ""700"", ""overhead"": ""285""} WHEN Run equivalent production calculation for kind actual","{""actualCost"": ""2485.00"", ""marginPercent"": ""22.3"", ""profit"": ""715.00"", ""totalVariance"": ""300.00""}",true duplicate,docs/acceptance-fixtures.json::actual-final,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > actual-final (actual); docs/verify_reference.py::actual-final,"Both engines compute actualCost 2485.00, profit 715.00, margin 22.3%, totalVariance 300.00 — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-actual-final-loss,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""baselineCost"": ""2185"", ""baselinePrice"": ""3200"", ""expenses"": ""200"", ""labor"": ""2000"", ""materials"": ""1000"", ""overhead"": ""300""} WHEN Run equivalent production calculation for kind actual","{""actualCost"": ""3500.00"", ""marginPercent"": ""-9.4"", ""profit"": ""-300.00"", ""totalVariance"": ""1315.00""}",true duplicate,docs/acceptance-fixtures.json::actual-final-loss,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > actual-final-loss (actual); docs/verify_reference.py::actual-final-loss,"Both engines compute actualCost 3500.00, profit -300.00, margin -9.4%, totalVariance 1315.00. The identical inputs are independently re-run in tests/mutation/mutation.test.ts (margin-gating guard), confirming a negative margin is still reported, not nulled.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
NUM-actual-zero-price,acceptance-fixtures.json,Fixed arithmetic regression,"GIVEN {""baselineCost"": ""100"", ""baselinePrice"": ""0"", ""expenses"": ""0"", ""labor"": ""0"", ""materials"": ""100"", ""overhead"": ""0""} WHEN Run equivalent production calculation for kind actual","{""actualCost"": ""100.00"", ""marginPercent"": null, ""profit"": ""-100.00"", ""totalVariance"": ""0.00""}",true duplicate,docs/acceptance-fixtures.json::actual-zero-price,tests/engine/fixtures.test.ts::NUM fixtures — production engine (acceptance-fixtures.json) > actual-zero-price (actual); docs/verify_reference.py::actual-zero-price,"Both engines compute actualCost 100.00, profit -100.00, margin null (baselinePrice is 0), totalVariance 0.00 — matching the fixture.",passed,Identical inputs and expected outputs (field-for-field) to the canonical acceptance-fixtures.json case -- same id minus the NUM- prefix.
BOUND-001,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active coats field with value 1 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,coats=1 and coats=5 both valid,passed,
BOUND-002,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active coats field with value 5 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,coats=5 valid,passed,
BOUND-003,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active coats field with value 0 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,coats=0 invalid,passed,
BOUND-004,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active coats field with value 6 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-001/002,coats=6 invalid,passed,
BOUND-005,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid coats=1.5 WHEN Validate integer requirement,Reject fractional count/coats; do not truncate.,uniquely required,,tests/ui/shared.test.ts::rejects a non-integer instead of silently truncating it (BOUND-005),coats=1.5 invalid,passed,
BOUND-006,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active targetMarginRatio field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007,targetMarginRatio=0 valid,passed,
BOUND-007,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active targetMarginRatio field with value 0.999 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007,targetMarginRatio=0.999 valid,passed,
BOUND-008,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active targetMarginRatio field with value -0.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-008 (added this session),targetMarginRatio=-0.001 invalid,passed,
BOUND-009,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active targetMarginRatio field with value 1 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-006/007 (exactly 1 case),targetMarginRatio=1 invalid,passed,
BOUND-010,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active overheadRatio field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-010/011,overheadRatio=0 valid,passed,
BOUND-011,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active overheadRatio field with value 1 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-010/011,overheadRatio=1 valid,passed,
BOUND-012,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active overheadRatio field with value -0.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-012/013,overheadRatio=-0.001 invalid,passed,
BOUND-013,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active overheadRatio field with value 1.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-012/013,overheadRatio=1.001 invalid,passed,
BOUND-014,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active wasteRatio field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,wasteRatio=0,passed,
BOUND-015,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active wasteRatio field with value 1 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,wasteRatio=1,passed,
BOUND-016,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active wasteRatio field with value -0.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,wasteRatio=-0.001,passed,
BOUND-017,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active wasteRatio field with value 1.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,wasteRatio=1.001,passed,
BOUND-018,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomDimensionFt field with value 0.001 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,roomDimensionFt=0.001,passed,
BOUND-019,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomDimensionFt field with value 100000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,roomDimensionFt=100000,passed,
BOUND-020,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomDimensionFt field with value 0 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,roomDimensionFt=0,passed,
BOUND-021,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomDimensionFt field with value 100000.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,roomDimensionFt=100000.001,passed,
BOUND-022,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active manualAreaFt2 field with value 0.001 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,manualAreaFt2=0.001,passed,
BOUND-023,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active manualAreaFt2 field with value 1000000000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,manualAreaFt2=1000000000,passed,
BOUND-024,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active manualAreaFt2 field with value 0 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,manualAreaFt2=0,passed,
BOUND-025,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active manualAreaFt2 field with value 1000000000.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,manualAreaFt2=1000000000.001,passed,
BOUND-026,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active trimLengthFt field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,trimLengthFt=0,passed,
BOUND-027,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active trimLengthFt field with value 1000000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,trimLengthFt=1000000,passed,
BOUND-028,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active trimLengthFt field with value -0.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,trimLengthFt=-0.001,passed,
