case_id,requirement,unique_or_duplicate,executable_test_or_fixture,expected_result_source,execution_status,defect_discovered
BOUND-010,GIVEN Otherwise valid active overheadRatio field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-010/011,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-011,GIVEN Otherwise valid active overheadRatio field with value 1 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-010/011,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-012,GIVEN Otherwise valid active overheadRatio field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-012/013,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-013,GIVEN Otherwise valid active overheadRatio field with value 1.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-012/013,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-014,GIVEN Otherwise valid active wasteRatio field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-015,GIVEN Otherwise valid active wasteRatio field with value 1 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-016,GIVEN Otherwise valid active wasteRatio field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-017,GIVEN Otherwise valid active wasteRatio field with value 1.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-014..017,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-018,GIVEN Otherwise valid active roomDimensionFt field with value 0.001 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-019,GIVEN Otherwise valid active roomDimensionFt field with value 100000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-020,GIVEN Otherwise valid active roomDimensionFt field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-021,GIVEN Otherwise valid active roomDimensionFt field with value 100000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-018..021,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-022,GIVEN Otherwise valid active manualAreaFt2 field with value 0.001 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-023,GIVEN Otherwise valid active manualAreaFt2 field with value 1000000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-024,GIVEN Otherwise valid active manualAreaFt2 field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-025,GIVEN Otherwise valid active manualAreaFt2 field with value 1000000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-022..025,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-026,GIVEN Otherwise valid active trimLengthFt field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-027,GIVEN Otherwise valid active trimLengthFt field with value 1000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-028,GIVEN Otherwise valid active trimLengthFt field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-029,GIVEN Otherwise valid active trimLengthFt field with value 1000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-030,GIVEN Otherwise valid active doorCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-030: doorCount=0 is a valid field value,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-031,GIVEN Otherwise valid active doorCount field with value 100000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-031: doorCount=100000,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-032,GIVEN Otherwise valid active doorCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-032: doorCount=-1 rejected,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-033,GIVEN Otherwise valid active doorCount field with value 100001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryFieldAcceptance.test.ts::one above the maximum (100001) is also rejected,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-034,GIVEN Otherwise valid doorCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,unique,tests/engine/parse.test.ts (isValidOpeningCount + estimateAssembly door/window fractional-count rejection),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-035,GIVEN Otherwise valid active hours field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-036,GIVEN Otherwise valid active hours field with value 1000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-037,GIVEN Otherwise valid active hours field with value -0.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-038,GIVEN Otherwise valid active hours field with value 1000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-039,GIVEN Otherwise valid active moneyAmount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-040,GIVEN Otherwise valid active moneyAmount field with value 1000000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-041,GIVEN Otherwise valid active moneyAmount field with value -0.01 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-042,GIVEN Otherwise valid active moneyAmount field with value 1000000000.01 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-043,GIVEN Otherwise valid active throughput field with value 0.001 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-044,GIVEN Otherwise valid active throughput field with value 1000000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-045,GIVEN Otherwise valid active throughput field with value 0 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-046,GIVEN Otherwise valid active throughput field with value 1000000.001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-047,GIVEN Otherwise valid active roomCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,"tests/domain/coreRequirements.test.ts, tests/domain/estimateAssembly.test.ts, others using rooms: []","CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-048,GIVEN Otherwise valid active roomCount field with value 500 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-047..051 (accepts exactly 500 rooms),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-049,GIVEN Otherwise valid active roomCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,(not yet executed),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",not_applicable,
BOUND-050,GIVEN Otherwise valid active roomCount field with value 501 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-047..051 (rejects 501 rooms),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-051,GIVEN Otherwise valid roomCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,unique,(not yet executed),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",not_applicable,
BOUND-052,GIVEN Otherwise valid active surfaceCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/estimateAssembly.ts (enabledSurfaces.length === 0 -> incomplete) + boundaryMatrix.test.ts,"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-053,GIVEN Otherwise valid active surfaceCount field with value 2000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-052..056 (accepts exactly 2000 surfaces),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-054,GIVEN Otherwise valid active surfaceCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,(not yet executed),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",not_applicable,
BOUND-055,GIVEN Otherwise valid active surfaceCount field with value 2001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-052..056 (rejects 2001 surfaces),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-056,GIVEN Otherwise valid surfaceCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,unique,(not yet executed),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",not_applicable,
BOUND-057,GIVEN Otherwise valid active documentLineCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts (documentLineCount is additionalLabor+otherMaterialLines+otherExpenses combined length),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-058,GIVEN Otherwise valid active documentLineCount field with value 2000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-057..061 (accepts exactly 2000 combined lines),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-059,GIVEN Otherwise valid active documentLineCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,(not yet executed),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",not_applicable,
BOUND-060,GIVEN Otherwise valid active documentLineCount field with value 2001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,unique,tests/domain/boundaryMatrix.test.ts::BOUND-057..061 (rejects 2001 combined lines),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",passed,
BOUND-061,GIVEN Otherwise valid documentLineCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,unique,(not yet executed),"CALCULATION_SPEC.md §1 ""Engineering bounds"" (spec-quoted ceiling/floor values)",not_applicable,
